measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,112,Grenada,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,221.12775278932102,238.4897638952645,200.33154124964176
1,Deaths,112,Grenada,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,298.17127983606656,314.7831395915997,277.1231849431249
1,Deaths,80,France,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,165.87315897228413,173.38365921395956,153.5709186739082
1,Deaths,80,France,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,99.53018575311471,107.60081993081668,84.22752436312979
1,Deaths,80,France,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,127.77142213745768,135.4352964053857,113.66455389723862
1,Deaths,128,Guatemala,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,205.81589077927532,228.41364567239387,180.32055064275858
1,Deaths,128,Guatemala,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,176.53043974964447,197.41274473701495,156.5864680653626
1,Deaths,128,Guatemala,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,189.31490450015622,207.55025678405934,169.44896021332843
1,Deaths,79,Finland,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,285.9362947984332,296.44307972831,268.7485468405661
1,Deaths,79,Finland,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,169.44401142913162,180.64976827729637,147.88239240758887
1,Deaths,79,Finland,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,219.85456700298369,230.7033634357127,199.9403367719051
1,Deaths,207,Ghana,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,308.07705803645496,350.8839724183974,266.83935222253496
1,Deaths,207,Ghana,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,325.7993029045392,376.3763615406828,273.9961782593389
1,Deaths,207,Ghana,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,320.48760108906015,362.2673678260651,276.8659850264403
1,Deaths,67,Japan,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,136.74450038572138,142.83517183864703,124.77678364477958
1,Deaths,67,Japan,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,80.62891825029212,88.8688882278251,65.45372238335563
1,Deaths,67,Japan,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,104.94559205025826,112.50226698670026,90.7265051918718
1,Deaths,161,Bangladesh,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,398.45076945010965,438.696164405098,286.2171148700353
1,Deaths,161,Bangladesh,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,351.389007224312,394.3508604877753,288.6676268424713
1,Deaths,161,Bangladesh,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,376.79449394460056,411.02834954404005,301.16706352798866
1,Deaths,30,Vanuatu,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,644.3435539976374,806.6557186528892,536.5957323977707
1,Deaths,30,Vanuatu,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,479.06233673076355,636.6404182243124,349.67530789123487
1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,563.9517422172086,712.1617760223104,453.32459822958924
1,Deaths,6,China,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,423.6443599263555,463.98344277126114,389.7584354205898
1,Deaths,6,China,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,293.52070775339763,322.6210371817732,265.14695911848565
1,Deaths,6,China,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,345.7818686751502,374.63242833318327,320.26914020418286
1,Deaths,99,Uruguay,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,264.6658416738488,274.74366544948754,251.4401735471742
1,Deaths,99,Uruguay,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,181.89537421311513,191.62907606091522,164.73904264820095
1,Deaths,99,Uruguay,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,218.9646945592181,228.26891933890036,203.87130340683777
1,Deaths,35,Georgia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,789.5316504859256,852.6548704139693,726.9038267119483
1,Deaths,35,Georgia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,490.1573846970646,527.9819191537144,445.8158522335959
1,Deaths,35,Georgia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,606.2000445174928,641.3467974971367,561.0803540522697
1,Deaths,305,Bermuda,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,266.5265526752752,289.85474295906823,240.73674181912733
1,Deaths,305,Bermuda,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,139.09965624826106,160.44894617955902,116.73552364462982
1,Deaths,305,Bermuda,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,192.26195197070902,212.85949267642098,168.44602030378792
1,Deaths,51,Poland,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,414.93608673941776,427.6830410806095,388.7034371436444
1,Deaths,51,Poland,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,266.44040759811077,279.7035000084013,238.95746296562166
1,Deaths,51,Poland,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,328.6993832127278,341.29043664107536,302.07193654072734
1,Deaths,107,Barbados,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,213.423388948996,229.3182789065073,197.18702703123455
1,Deaths,107,Barbados,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,177.2795970616798,190.22259871596737,159.73812471345647
1,Deaths,107,Barbados,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,194.05372379144012,205.7920360664342,178.8853419345526
1,Deaths,194,Lesotho,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,449.6424210093087,522.7801276897463,385.82469869463876
1,Deaths,194,Lesotho,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,357.49208698697174,455.7056783594752,273.87057376496045
1,Deaths,194,Lesotho,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,404.3764798087759,482.74746015462426,337.0786213958575
1,Deaths,59,Latvia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,707.7573986516417,730.9325982387559,676.3389731655227
1,Deaths,59,Latvia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,380.81232137190773,399.03733291802354,350.1931510143163
1,Deaths,59,Latvia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,504.0585594525101,520.8400967495136,473.7289346567161
1,Deaths,75,Austria,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,234.77539951798983,243.5968593802051,218.59959493873833
1,Deaths,75,Austria,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,162.94301993136742,173.33831720887383,142.46168701783557
1,Deaths,75,Austria,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,193.1536257966554,202.99623332442587,173.8440810580922
1,Deaths,173,Gabon,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,361.9777017081971,420.3813869828849,294.6643329465825
1,Deaths,173,Gabon,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,326.27644774080466,390.4804411493918,266.55762831630494
1,Deaths,173,Gabon,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,346.6774891248312,404.0115189824352,288.41159808339364
1,Deaths,91,Portugal,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,200.96644787294008,208.92170401327772,187.7839083543477
1,Deaths,91,Portugal,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,150.46282488304306,159.68664907548353,132.45049104131036
1,Deaths,91,Portugal,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,173.56064100843898,181.79696340428694,157.40331352078
1,Deaths,47,Czechia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,392.88859901181917,406.2908983216609,369.9320208946145
1,Deaths,47,Czechia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,271.03266967721703,285.1228411476012,242.90758982247092
1,Deaths,47,Czechia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,322.1079117573179,335.8537216984925,296.38933948426603
1,Deaths,95,United Kingdom,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,213.838285051254,220.4835851036416,201.1234688544386
1,Deaths,95,United Kingdom,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,138.9771130113178,146.28674954222603,124.44231074152822
1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,172.56476667883348,179.70200757032902,158.84204945096477
1,Deaths,157,Yemen,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,575.3879435731797,699.997895048476,467.391575231924
1,Deaths,157,Yemen,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,489.24402829177455,586.0197807485245,413.9214746127733
1,Deaths,157,Yemen,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,530.9693541456074,637.0357384190123,442.92344241293193
1,Deaths,63,Ukraine,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,875.1120991383314,891.7922144471926,842.0216881123187
1,Deaths,63,Ukraine,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,553.2090218044082,570.2898742553018,518.8293299508506
1,Deaths,63,Ukraine,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,676.2278744601135,692.653143538842,641.7030209283545
1,Deaths,193,Botswana,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,481.4012974174271,567.5783318530677,404.528485415864
1,Deaths,193,Botswana,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,328.3417798572591,452.6944290770267,204.45738645001316
1,Deaths,193,Botswana,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,396.672573611307,508.06613136860557,295.4921517407394
1,Deaths,206,Gambia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,328.58417580375567,387.9166864227065,270.09159421375756
1,Deaths,206,Gambia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,292.4086111951147,339.65824566176707,243.2793257468578
1,Deaths,206,Gambia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,311.01191413030205,358.0694978315146,262.7121218666616
1,Deaths,140,Bahrain,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,358.364973031306,422.39079907209134,319.25254943375904
1,Deaths,140,Bahrain,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,356.56717278763495,402.32532277049364,315.26184748266553
1,Deaths,140,Bahrain,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,361.1206983210073,409.13592058373723,323.77348361853194
1,Deaths,422,United States Virgin Islands,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,315.514402682716,351.8531442115093,277.13659735196757
1,Deaths,422,United States Virgin Islands,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,251.21678111422148,268.3671236153844,227.95372648407846
1,Deaths,422,United States Virgin Islands,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,280.37290119225025,303.2997049276278,252.79547232536754
1,Deaths,83,Iceland,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,210.2347537195375,223.41888938479542,193.22388244997134
1,Deaths,83,Iceland,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,122.0535418368476,136.87429833496813,100.97268609247406
1,Deaths,83,Iceland,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,161.60586236214024,173.27079241866355,143.06412379617794
1,Deaths,22,Fiji,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,593.0615089136875,620.7103137876561,565.885005669427
1,Deaths,22,Fiji,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,346.7167393406886,369.93442085639253,318.8250231354786
1,Deaths,22,Fiji,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,452.2491290467245,472.3247282552797,428.9724780697793
1,Deaths,298,American Samoa,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,356.171162068763,388.9458744445228,321.68821255640927
1,Deaths,298,American Samoa,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,240.3609720704006,265.42690053509875,214.40293500300888
1,Deaths,298,American Samoa,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,297.97121508345384,321.2985442153747,273.6967950048927
1,Deaths,14,Maldives,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,284.4945711543954,310.1828744235717,255.29588808152135
1,Deaths,14,Maldives,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,219.44492141758383,243.08665556187012,192.1623598524454
1,Deaths,14,Maldives,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,254.62545081705537,278.09034103644166,227.80918828379836
1,Deaths,38,Mongolia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,974.4425132924814,1093.6466799257412,859.7747219155015
1,Deaths,38,Mongolia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,634.3889945314359,711.711511260104,555.4459005558379
1,Deaths,38,Mongolia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,768.3908399766661,859.3383350710852,680.8687908751838
1,Deaths,43,Albania,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,387.49077895178215,416.350405028325,352.37471422573753
1,Deaths,43,Albania,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,297.8935629928261,322.220667889351,262.8783136709623
1,Deaths,43,Albania,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,335.49720660588946,359.9040031744158,301.02999065613164
1,Deaths,177,Djibouti,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,314.2974437852675,394.24944313783493,238.53052926734458
1,Deaths,177,Djibouti,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,278.61111192659433,353.25507355463196,211.30700409423886
1,Deaths,177,Djibouti,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,298.99706516039146,370.1738651164853,231.0293659709816
1,Deaths,50,Montenegro,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,560.0582600467992,592.3484079577884,523.4646506929408
1,Deaths,50,Montenegro,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,417.62865126143384,442.4765065359051,381.60542615260886
1,Deaths,50,Montenegro,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,481.878778421763,504.95133769543827,446.9654912187724
1,Deaths,160,Afghanistan,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,672.8753738598596,792.9769541738901,556.0429551304401
1,Deaths,160,Afghanistan,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,701.9506296064022,870.2090343997357,569.6198222439295
1,Deaths,160,Afghanistan,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,686.4194091422119,824.8954512489835,565.4875605835404
1,Deaths,393,Saint Kitts and Nevis,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,377.8982358128598,401.83057414487536,352.08800878822905
1,Deaths,393,Saint Kitts and Nevis,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,294.066869238722,315.8422967652204,269.361457466855
1,Deaths,393,Saint Kitts and Nevis,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,334.8898680188204,355.55652158045547,309.9983742186082
1,Deaths,33,Armenia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,500.314975864028,519.3861885633331,470.9991304877584
1,Deaths,33,Armenia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,372.19335095919456,390.9015070725842,343.02317212882383
1,Deaths,33,Armenia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,430.52892647497964,448.42638415689703,401.2908705964863
1,Deaths,82,Greece,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,255.1176956027508,264.87550678438265,237.82894603117688
1,Deaths,82,Greece,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,232.8231415166535,245.44253464226603,208.2541477351275
1,Deaths,82,Greece,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,242.95637362605126,253.2106780505418,222.26079055853495
1,Deaths,176,Comoros,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,260.4017856667907,312.66873964983597,215.0588222870653
1,Deaths,176,Comoros,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,287.91054057320133,331.87898903158174,243.04650023802267
1,Deaths,176,Comoros,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,276.22004874168607,318.4171617543879,237.48680129244934
1,Deaths,34,Azerbaijan,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,806.0879010520192,857.9960789537263,750.0671640254135
1,Deaths,34,Azerbaijan,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,662.7443335425526,703.6114454524466,615.1440308803845
1,Deaths,34,Azerbaijan,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,735.0584729524048,771.9867026762685,691.0376310597445
1,Deaths,66,Brunei Darussalam,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,376.74740203014255,407.1513104165563,347.26856913086414
1,Deaths,66,Brunei Darussalam,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,312.7579487734215,337.95194793758895,283.8059537792118
1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,343.70853879791173,369.4239224112578,316.59287243382335
1,Deaths,148,Morocco,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,432.7351470781148,530.6324252827668,350.5892727487982
1,Deaths,148,Morocco,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,467.0123903981571,540.220436120204,397.79811808426433
1,Deaths,148,Morocco,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,448.56954725640594,526.655880124642,380.84828986041
1,Deaths,8,Taiwan (Province of China),1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,150.34110549000286,156.47239159570205,140.73020013423928
1,Deaths,8,Taiwan (Province of China),2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,102.80313506835836,110.03232333264272,90.59609510290171
1,Deaths,8,Taiwan (Province of China),3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,126.53324203450384,132.7415430078101,115.45270003731063
1,Deaths,115,Jamaica,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,173.68093271886664,186.85524825672542,158.86754979959056
1,Deaths,115,Jamaica,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,146.9024361455089,156.82418552421998,131.08326899668964
1,Deaths,115,Jamaica,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,159.6030479135045,169.64238331219534,143.99909962528946
1,Deaths,164,Nepal,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,267.24994570320706,327.9768385997759,225.3911738733592
1,Deaths,164,Nepal,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,185.99599069964216,219.1081225512559,156.30723337704796
1,Deaths,164,Nepal,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,225.41856479946708,265.15818631509484,194.97404601587516
1,Deaths,197,Eswatini,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,464.06519936049415,549.1809026062796,383.55262691551775
1,Deaths,197,Eswatini,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,384.80255372179994,490.9186884533555,290.4532684523458
1,Deaths,197,Eswatini,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,426.8510358292008,519.4075300062838,342.402685458325
1,Deaths,111,Dominican Republic,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,320.3099615869362,391.1647508307421,256.9253603057142
1,Deaths,111,Dominican Republic,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,231.09273521618093,277.2601703775593,188.85889017895138
1,Deaths,111,Dominican Republic,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,272.6571489929356,329.9320795011334,220.38468757201363
1,Deaths,18,Thailand,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,171.38729576247323,200.16625863056814,147.88496143531177
1,Deaths,18,Thailand,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,142.41903613310637,160.8098923682469,120.17259410194141
1,Deaths,18,Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,156.87816377931978,176.65529724683603,135.74392524579972
1,Deaths,144,Jordan,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,290.79211830641776,330.94773885275765,248.93878419738397
1,Deaths,144,Jordan,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,436.6457251850033,484.3638387840035,384.51920378614125
1,Deaths,144,Jordan,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,349.5206265045497,381.57964468842175,309.896840841457
1,Deaths,78,Denmark,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,204.44816746848755,213.16857281706345,190.6659637248282
1,Deaths,78,Denmark,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,132.13075888380166,141.20421941166623,116.00690361831994
1,Deaths,78,Denmark,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,163.66557662857468,172.04699093760155,148.7055190737266
1,Deaths,54,Slovakia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,521.25979280993,538.4319294552577,490.02800446278263
1,Deaths,54,Slovakia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,339.0464942238791,356.4416382498232,306.94920089225064
1,Deaths,54,Slovakia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,414.6519719289689,430.3464175077873,385.48825724244676
1,Deaths,196,South Africa,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,331.54196101542954,345.8843353117103,311.474284224979
1,Deaths,196,South Africa,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,273.36292626540745,290.78079558875595,251.4686024435232
1,Deaths,196,South Africa,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,300.07278582763985,314.41616639981635,279.18736658406084
1,Deaths,143,Iraq,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,531.3580180824368,647.6223161122792,427.6726663358767
1,Deaths,143,Iraq,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,425.4745145873503,516.3663534078835,343.3215475897057
1,Deaths,143,Iraq,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,477.78217884175837,574.346548463553,390.45734785617105
1,Deaths,210,Liberia,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,263.4267390635923,316.7105182694958,213.86820180984716
1,Deaths,210,Liberia,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,285.5252262566729,339.14214359271983,217.2219388603613
1,Deaths,210,Liberia,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,274.1953835024433,321.70882100131575,226.71031759275527
1,Deaths,62,Russian Federation,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,830.0730466718221,844.1192020101038,802.6626070654113
1,Deaths,62,Russian Federation,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,500.5881672151811,515.1448314296931,468.8939211412761
1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,635.1626580376765,649.0557245955815,604.6804921456853
1,Deaths,180,Kenya,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,289.056202183136,326.786245163457,255.0946091036615
1,Deaths,180,Kenya,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,220.75782912793994,256.77673430559884,184.29332977639157
1,Deaths,180,Kenya,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,252.64102127478296,282.0566401176244,222.17586429795273
